User, Test, TestCategory, ValidJSON, TotalTokens,   EditDistanceAbs, ClassAbs, StreamLineAbs, SourceFileAbs, SourceLineAbs, SourceColAbs,   EditDistanceRel, ClassRel, StreamLineRel, SourceFileRel, SourceLineRel, SourceColRel
al3515, pointer-2, pointer, 1, 25,   0, 25, 25, 25, 0, 25,    0.0, 1.0, 1.0, 1.0, 0.0, 1.0
