User, Test, TestCategory, ValidJSON, TotalTokens,   EditDistanceAbs, ClassAbs, StreamLineAbs, SourceFileAbs, SourceLineAbs, SourceColAbs,   EditDistanceRel, ClassRel, StreamLineRel, SourceFileRel, SourceLineRel, SourceColRel
al3515, struct-4, struct, 1, 3,   0, 3, 3, 3, 0, 3,    0.0, 1.0, 1.0, 1.0, 0.0, 1.0
