User, Test, TestCategory, ValidJSON, TotalTokens,   EditDistanceAbs, ClassAbs, StreamLineAbs, SourceFileAbs, SourceLineAbs, SourceColAbs,   EditDistanceRel, ClassRel, StreamLineRel, SourceFileRel, SourceLineRel, SourceColRel
al3515, int-5, int, 1, 6,   0, 6, 6, 6, 0, 6,    0.0, 1.0, 1.0, 1.0, 0.0, 1.0
