User, Test, TestCategory, ValidJSON, TotalTokens,   EditDistanceAbs, ClassAbs, StreamLineAbs, SourceFileAbs, SourceLineAbs, SourceColAbs,   EditDistanceRel, ClassRel, StreamLineRel, SourceFileRel, SourceLineRel, SourceColRel
al3515, float-5, float, 1, 5,   2, 4, 4, 4, 0, 4,    0.4, 0.8, 0.8, 0.8, 0.0, 0.8
