User, Test, TestCategory, ValidJSON, TotalTokens,   EditDistanceAbs, ClassAbs, StreamLineAbs, SourceFileAbs, SourceLineAbs, SourceColAbs,   EditDistanceRel, ClassRel, StreamLineRel, SourceFileRel, SourceLineRel, SourceColRel
al3515, string-2, string, 1, 7,   0, 7, 7, 7, 0, 7,    0.0, 1.0, 1.0, 1.0, 0.0, 1.0
